Action set: env action space (minimal set unavailable) (18 actions)
Logging to logs/neural_Pong_seed0_dec1000000_alpha0p01_ts20251209-173241.txt
--- Configuration ---
ROM: Pong
Total Features: 52021 (conv=52000, extra=21)
Ep 56: reward=-21.0 mean_last_100=-20.70 step=50155
Ep 57: reward=-21.0 mean_last_100=-20.71 step=50937
Ep 58: reward=-19.0 mean_last_100=-20.68 step=51872
Ep 59: reward=-19.0 mean_last_100=-20.65 step=52805
Ep 60: reward=-20.0 mean_last_100=-20.64 step=53807
Ep 61: reward=-20.0 mean_last_100=-20.63 step=54709
Ep 62: reward=-21.0 mean_last_100=-20.63 step=55653
Ep 63: reward=-21.0 mean_last_100=-20.64 step=56497
Ep 64: reward=-20.0 mean_last_100=-20.63 step=57431
Ep 65: reward=-21.0 mean_last_100=-20.64 step=58195
Ep 66: reward=-21.0 mean_last_100=-20.64 step=59189
Ep 67: reward=-20.0 mean_last_100=-20.63 step=60110
Ep 68: reward=-20.0 mean_last_100=-20.62 step=61108
Ep 69: reward=-21.0 mean_last_100=-20.63 step=61951
Ep 70: reward=-21.0 mean_last_100=-20.63 step=62777
Ep 71: reward=-20.0 mean_last_100=-20.62 step=63775
Ep 72: reward=-21.0 mean_last_100=-20.63 step=64627
Ep 73: reward=-20.0 mean_last_100=-20.62 step=65567
Ep 74: reward=-20.0 mean_last_100=-20.61 step=66471
Ep 75: reward=-21.0 mean_last_100=-20.62 step=67297
Ep 76: reward=-20.0 mean_last_100=-20.61 step=68218
Ep 77: reward=-21.0 mean_last_100=-20.62 step=68982
Ep 78: reward=-21.0 mean_last_100=-20.62 step=69765
Ep 79: reward=-21.0 mean_last_100=-20.62 step=70680
Ep 80: reward=-21.0 mean_last_100=-20.63 step=71524
Ep 81: reward=-20.0 mean_last_100=-20.62 step=72385
Ep 82: reward=-21.0 mean_last_100=-20.63 step=73333
Ep 83: reward=-21.0 mean_last_100=-20.63 step=74097
Ep 84: reward=-21.0 mean_last_100=-20.64 step=75013
Ep 85: reward=-20.0 mean_last_100=-20.63 step=75880
Ep 86: reward=-21.0 mean_last_100=-20.63 step=76710
Ep 87: reward=-21.0 mean_last_100=-20.64 step=77492
Ep 88: reward=-21.0 mean_last_100=-20.64 step=78346
Ep 89: reward=-19.0 mean_last_100=-20.62 step=79284
Ep 90: reward=-21.0 mean_last_100=-20.63 step=80048
Ep 91: reward=-21.0 mean_last_100=-20.63 step=80812
Ep 92: reward=-21.0 mean_last_100=-20.63 step=81604
Ep 93: reward=-18.0 mean_last_100=-20.61 step=82682
Ep 94: reward=-21.0 mean_last_100=-20.61 step=83566
Ep 95: reward=-21.0 mean_last_100=-20.61 step=84410
Ep 96: reward=-20.0 mean_last_100=-20.61 step=85315
Ep 97: reward=-21.0 mean_last_100=-20.61 step=86098
Ep 98: reward=-21.0 mean_last_100=-20.62 step=86880
Ep 99: reward=-21.0 mean_last_100=-20.62 step=87704
Ep 100: reward=-20.0 mean_last_100=-20.61 step=88593
Ep 101: reward=-20.0 mean_last_100=-20.60 step=89582
Ep 102: reward=-21.0 mean_last_100=-20.60 step=90434
Ep 103: reward=-21.0 mean_last_100=-20.60 step=91217
Ep 104: reward=-21.0 mean_last_100=-20.60 step=92041
Ep 105: reward=-21.0 mean_last_100=-20.60 step=92884
Ep 106: reward=-19.0 mean_last_100=-20.58 step=93838
Ep 107: reward=-21.0 mean_last_100=-20.59 step=94621
Ep 108: reward=-21.0 mean_last_100=-20.60 step=95418
Ep 109: reward=-20.0 mean_last_100=-20.59 step=96262
Ep 110: reward=-21.0 mean_last_100=-20.60 step=97088
Ep 111: reward=-21.0 mean_last_100=-20.60 step=97932
Ep 112: reward=-21.0 mean_last_100=-20.60 step=98714
Ep 113: reward=-21.0 mean_last_100=-20.60 step=99600
Ep 114: reward=-20.0 mean_last_100=-20.59 step=100592
Ep 115: reward=-21.0 mean_last_100=-20.59 step=101476
Ep 116: reward=-20.0 mean_last_100=-20.58 step=102435
Ep 117: reward=-21.0 mean_last_100=-20.58 step=103345
Ep 118: reward=-21.0 mean_last_100=-20.58 step=104170
Ep 119: reward=-20.0 mean_last_100=-20.58 step=105101
Ep 120: reward=-21.0 mean_last_100=-20.58 step=105865
Ep 121: reward=-21.0 mean_last_100=-20.58 step=106719
Ep 122: reward=-21.0 mean_last_100=-20.59 step=107564
Ep 123: reward=-20.0 mean_last_100=-20.59 step=108591
Ep 124: reward=-21.0 mean_last_100=-20.59 step=109374
Ep 125: reward=-21.0 mean_last_100=-20.60 step=110286
Ep 126: reward=-21.0 mean_last_100=-20.60 step=111138
Ep 127: reward=-21.0 mean_last_100=-20.61 step=111982
Ep 128: reward=-20.0 mean_last_100=-20.60 step=112871
Ep 129: reward=-21.0 mean_last_100=-20.60 step=113723
Ep 130: reward=-21.0 mean_last_100=-20.60 step=114549
Ep 131: reward=-21.0 mean_last_100=-20.60 step=115420
Ep 132: reward=-21.0 mean_last_100=-20.61 step=116244
Ep 133: reward=-21.0 mean_last_100=-20.61 step=117008
Ep 134: reward=-21.0 mean_last_100=-20.61 step=117772
Ep 135: reward=-21.0 mean_last_100=-20.61 step=118598
Ep 136: reward=-20.0 mean_last_100=-20.61 step=119591
Ep 137: reward=-21.0 mean_last_100=-20.62 step=120538
Ep 138: reward=-21.0 mean_last_100=-20.62 step=121482
Ep 139: reward=-20.0 mean_last_100=-20.61 step=122464
Ep 140: reward=-21.0 mean_last_100=-20.62 step=123247
Ep 141: reward=-20.0 mean_last_100=-20.62 step=124256
Ep 142: reward=-19.0 mean_last_100=-20.61 step=125222
Ep 143: reward=-21.0 mean_last_100=-20.62 step=125986
Ep 144: reward=-20.0 mean_last_100=-20.61 step=126830
Ep 145: reward=-21.0 mean_last_100=-20.61 step=127655
Ep 146: reward=-21.0 mean_last_100=-20.61 step=128466
Ep 147: reward=-20.0 mean_last_100=-20.61 step=129353
Ep 148: reward=-21.0 mean_last_100=-20.61 step=130117
Ep 149: reward=-21.0 mean_last_100=-20.61 step=130939
Ep 150: reward=-21.0 mean_last_100=-20.61 step=131722
Ep 151: reward=-21.0 mean_last_100=-20.61 step=132574
Ep 152: reward=-20.0 mean_last_100=-20.60 step=133596
Ep 153: reward=-21.0 mean_last_100=-20.60 step=134420
Ep 154: reward=-20.0 mean_last_100=-20.59 step=135499
Ep 155: reward=-21.0 mean_last_100=-20.60 step=136293
Ep 156: reward=-20.0 mean_last_100=-20.59 step=137152
Ep 157: reward=-21.0 mean_last_100=-20.59 step=137978
Ep 158: reward=-21.0 mean_last_100=-20.61 step=138802
Ep 159: reward=-21.0 mean_last_100=-20.63 step=139626
Ep 160: reward=-21.0 mean_last_100=-20.64 step=140446
Ep 161: reward=-20.0 mean_last_100=-20.64 step=141308
Ep 162: reward=-21.0 mean_last_100=-20.64 step=142640
Ep 163: reward=-21.0 mean_last_100=-20.64 step=143450
Ep 164: reward=-21.0 mean_last_100=-20.65 step=144242
Ep 165: reward=-21.0 mean_last_100=-20.65 step=145066
Ep 166: reward=-21.0 mean_last_100=-20.65 step=145920
Ep 167: reward=-20.0 mean_last_100=-20.65 step=146781
Ep 168: reward=-20.0 mean_last_100=-20.65 step=147703
Ep 169: reward=-21.0 mean_last_100=-20.65 step=148527
Ep 170: reward=-21.0 mean_last_100=-20.65 step=149347
Ep 171: reward=-21.0 mean_last_100=-20.66 step=150111
Ep 172: reward=-21.0 mean_last_100=-20.66 step=150912
Ep 173: reward=-21.0 mean_last_100=-20.67 step=151676
Ep 174: reward=-21.0 mean_last_100=-20.68 step=152560
Ep 175: reward=-20.0 mean_last_100=-20.67 step=153610
Ep 176: reward=-20.0 mean_last_100=-20.67 step=154610
Ep 177: reward=-20.0 mean_last_100=-20.66 step=155543
Ep 178: reward=-21.0 mean_last_100=-20.66 step=156448
Ep 179: reward=-21.0 mean_last_100=-20.66 step=157534
Ep 180: reward=-21.0 mean_last_100=-20.66 step=158480
Ep 181: reward=-21.0 mean_last_100=-20.67 step=159304
Ep 182: reward=-21.0 mean_last_100=-20.67 step=160130
Ep 183: reward=-21.0 mean_last_100=-20.67 step=160982
Ep 184: reward=-21.0 mean_last_100=-20.67 step=161867
Ep 185: reward=-20.0 mean_last_100=-20.67 step=162709
